unique_id,Level 1,Level 2,Level 1.5,alternative_names
300,Certifications,AWS Certified Solutions Architect - Associate,AMAZON WEB SERVICES (AWS) CERTIFICATIONS,"AWS Certified Architect, AWS Solutions Architect, AWS Associate Architect, Amazon Web Services Certified Solutions Architect - Associate, AWS Cloud Architect, Certified Solutions Architect - Associate (AWS), AWS Solution Architecture Certification - Associate Level, AWS CSA - Associate, Amazon Web Services Architecture Certification, AWS Solution Architect Associate, AWS, "
301,Certifications,AWS DevOps Engineer,AMAZON WEB SERVICES (AWS) CERTIFICATIONS,"AWS DevOps Certification, AWS DevOps Professional, AWS Certified DevOps Engineer, Amazon DevOps Engineer Certification, AWS Developer Operations Engineer, AWS DevOps Specialist, Certified AWS DevOps Architect, Amazon Web Services DevOps Engineer Certification, AWS Cloud DevOps Engineer Certification, AWS Certified Developer Operations Specialist, AWS, "
302,Certifications,AWS SysOps Administrator,AMAZON WEB SERVICES (AWS) CERTIFICATIONS,"AWS, AWS SysAdmin, Amazon Web Services Administrator, AWS System Operations Administrator, Certified AWS SysOps Professional, AWS Ops Engineer, AWS Administration Specialist, AWS Cloud Operations Engineer, Amazon SysOps Architect, Certified Cloud Administrator, AWS, "
303,Certifications,AWS Developer,AMAZON WEB SERVICES (AWS) CERTIFICATIONS,"AWS, Amazon Web Services Developer, Certified AWS Developer, AWS Cloud Developer, AWS Application Developer, AWS Solutions Developer, Amazon Developer Certification, AWS DevOps Engineer (Developer Track), AWS Software Development Engineer (SDE), Certified Amazon Web Services Application Developer, AWS, "
304,Certifications,AWS Cloud Practitioner,AMAZON WEB SERVICES (AWS) CERTIFICATIONS,"AWS, AWS Cloud Certified, Amazon Cloud Practitioner, AWS Cloud Fundamentals, Certified AWS Cloud Professional, AWS Cloud Essentials, AWS Cloud Foundation, Amazon Web Services Cloud Specialist, AWS Cloud Associate, AWS Certified Solutions Architect - Associate, AWS, "
305,Certifications,Apple Certified Support Professional (ACSP) – macOS,APPLE CERTIFICATIONS,"ACSP, Apple Support Professional, macOS Certified Support Professional, Apple Certified macOS Technician, ACSP – Mac Support Certification, Apple Certified Mac Support Specialist, Apple Mac Technician Certification, macOS Technical Specialist Certification, Apple Certified Support Associate (ACSA) – macOS, ACSP – macOS Troubleshooting, , ACSP"
306,Certifications,Apple Certified Support Essentials 10.14 – macOS,APPLE CERTIFICATIONS,"Apple Certified Support Professional, Apple Certified macOS Technician, ACSP 10.14, Apple Support Essentials Certification, macOS Support Specialist Certification, Apple Certified Support Associate - macOS, ACSE 10.14 - macOS, Apple Mac Tech Certification, Apple Certified Technical Coordinator (ACTC) - macOS 10.14, ACDT 10.14 - macOS, , "
307,Certifications,Apple Certified Pro (for Final Cut Pro X and Logic Pro X),APPLE CERTIFICATIONS,"Apple Pro Certification, Final Cut Pro X Certification, Logic Pro X Certification, Apple Certified Professional for Final Cut Pro X and Logic Pro X, Apple Certified Pro in Video Editing and Audio Production, Apple Certified Expert for Final Cut Pro X and Logic Pro X, Apple Certified Specialist in Video Editing and Audio Production, Apple Certified Professional for Video Editing and Audio Production with Final Cut Pro X and Logic Pro X, Apple Certified Trainer for Final Cut Pro X and Logic Pro X, Apple Authorized User in Final Cut Pro X and Logic Pro X, , for Final Cut Pro X and Logic Pro X"
308,Certifications,AppleCare Service Certifications – ACMT & ACiT,APPLE CERTIFICATIONS,"AppleCare Certifications, ACMT & ACiT Certifications, AppleCare Service Training, Apple Certified Mac Technician Certification, Apple Certified iOS Technician Certification, ACMT and ACiT Training Programs, Apple Product Service Certifications - ACMT & ACiT, Apple Support Technician Certifications - ACMT & ACiT, Authorized Apple Repair Technician Accreditation - ACMT & ACiT, AppleCare Technical Certification - ACMT & ACiT, , "
309,Certifications,Cisco Certified Technicians (CCT),CISCO CERTIFICATIONS,"CCT, Cisco Certified Tech, Cisco Technician, Certified CCT Professional, Cisco Technical Specialist, CCT Certification, Cisco Support Engineer, Cisco Hardware Technician, CCT Network Engineer, Cisco Field Technician, , CCT"
310,Certifications,Cisco Certified Entry Networking Technician (CCENT),CISCO CERTIFICATIONS,"CCENT, Cisco Entry Level Certification, Cisco Networking Technician, CCENT Certified, Cisco Network Technician, CCENT Certification, Entry Level Networking Technician, Cisco Certified Technician (CCT), Cisco Entry-Level Networking Certification, CCENT-Designated, , CCENT"
311,Certifications,Cisco Certified Network Associate (CCNA),CISCO CERTIFICATIONS,"CCNA, Cisco CCNA, Cisco Network Associate, CCNA Certification, Cisco Certified Associate, Network Associate (CCNA), CCNA Certified Professional, Cisco Certified Networking Associate, CCNA Qualification, Cisco CCNA Certification, , CCNA"
312,Certifications,Cisco Certified Network Professional (CCNP),CISCO CERTIFICATIONS,"CCNP, Cisco CCNP, Certified Network Professional, Cisco Certified Professional, CCNP Routing and Switching, CCNP Certification, Cisco Network Professional, Cisco CCNP Certification, CCNP Level Certification, Cisco Certified Network Pro, , CCNP"
313,Certifications,Cisco Certified Architect (CCAr),CISCO CERTIFICATIONS,"CCAr, Cisco Architect, Cisco Certified Architect, Cisco Architecture Expert, CCIE Architect, Certified Cisco Solutions Architect, Cisco Network Architecture Professional, CCAr Certification, Cisco Design Specialist, Cisco Infrastructure Architect, , CCAr"
314,Certifications,Citrix Certified Expert – Virtualization (CCE-V),CITRIX CERTIFICATIONS,"Citrix Virtualization Expert, CCE-V certified, Citrix Certified Virtualization Professional, Citrix VDI Specialist, Citrix Certified Advanced Administrator – Virtualization (CCAA-V), Citrix XenServer Expert, CCE-V Certification, Citrix Virtualization Guru, Citrix Certified XenDesktop Engineer – Virtualization (CCXD-V), Citrix Desktop Virtualization Expert, , CCE-V"
315,Certifications,Citrix Certified Professional – Virtualization (CCP-V),CITRIX CERTIFICATIONS,"CCP-V, Citrix Virtualization Professional, Certified Citrix Virtualization Specialist, Citrix Certified Virtualization Expert, CCP-V Certification, Citrix Virtualization Engineer, Citrix Certified Professional for Virtualization, CCP-V Credential, Citrix VDI Specialist Certification, Citrix Virtualization Architect, , CCP-V"
316,Certifications,Citrix Certified Associate – Virtualization (CCA-V),CITRIX CERTIFICATIONS,"CCA-V, Citrix Virtualization Associate, Citrix Certified Virtualization Professional, Citrix VDI Certification, CCA-Virtualization, Citrix Certified Associate in Virtualization, Citrix Desktop Virtualization Certification, CVA-101 – Citrix Virtual Apps and Desktops 7 Administration On-premises and in Citrix Cloud, CVA – Citrix Certified Virtualization Administrator, CCV-200 - Implementing NetScaler 11 for App and Desktop Solutions, , CCA-V"
317,Certifications,Citrix Certified Professional – Networking (CCP-N),CITRIX CERTIFICATIONS,"CCP-N, Citrix Networking Professional, Citrix Certified Network Associate, Citrix Networking Specialist, Citrix Networking Expert, CCP-N Certification, Certified Citrix Networking Professional, CCNP - Citrix Certified Professional – Networking, CCA-N - Citrix Certified Associate – Networking, Citrix Network Engineer, , CCP-N"
318,Certifications,Citrix Certified Associate – Networking (CCA-N),CITRIX CERTIFICATIONS,"Citrix Networking Associate, CCA-N Certification, Citrix Certified Networking Professional, Citrix Network Administrator, Citrix Certified Associate – Network Engineer (CCA-NE), Citrix Networking Specialist, Certified Citrix Network Associate, CCA-N Exam, CCAN Certification, Citrix Networking Expert, , CCA-N"
319,Certifications,Citrix NetScaler SD-WAN Certified (CC-SDWAN),CITRIX CERTIFICATIONS,"CC-SDWAN, Citrix SD-WAN Certification, Citrix NetScaler SD-WAN Specialist, Certified NetScaler SD-WAN Professional, CC-NS-SDWAN, Citrix SD-WAN Engineer, CC-NSD, Citrix NetScaler Certified - SD-WAN, CC-NetScaler SD-WAN, Citrix NetScaler WAN Optimization Certification, , CC-SDWAN"
320,Certifications,Citrix Certified Professional – Mobility (CCP-M),CITRIX CERTIFICATIONS,"Citrix CCP-M, Citrix Mobility Professional, Certified Citrix Mobility Expert, Citrix Certified Mobility Specialist, CCP-M Certification, Citrix Mobility Engineer, Citrix Mobility Administrator, Citrix Certified Professional - Mobile Solutions, CCP-M Exam, Certified Citrix Mobility Consultant, , CCP-M"
321,Certifications,Check Point Certified Security Administrator (CCSA) R80,CHECK POINT CERTIFICATIONS,"CCSA, Check Point Security Administrator, Check Point Certified Administrator, CCSA R80 Certification, Check Point R80 Security Administrator, Check Point Firewall Administrator, CCSA Certified Professional, Check Point Network Security Admin (CCSA), CCSA R80 Exam, Check Point Firewall Expert, , CCSA"
322,Certifications,Check Point Certified Expert (CCSE) R80,CHECK POINT CERTIFICATIONS,"Check Point CCSE R80, Check Point Certified Security Expert (CCSE) R80, Check Point Security Expert R80, CCSE-R80 Certification, CheckPoint CCSE R80 Credential, Certified Expert in Check Point Security (R80), CheckPoint Advanced Security Engineer (CCSE) R80, Check Point Network Security Engineer (CCSE) R80, CCSE-R80 Exam Certification, Certified Professional in CheckPoint Security Engineering (R80), , CCSE"
323,Certifications,Check Point Certified Security Master (CCSM) R80,CHECK POINT CERTIFICATIONS,"Check Point CCSM, Check Point Security Master, CCSM R80, Certified Security Master (CCSM), Check Point R80 Security Master, CCSM Certification, Check Point CCSM R80, Checkpoint Certified Security Master (CCSM) R80, Checkpoint Security Master Certification (CCSM), CCSE-R80, , CCSM"
324,Certifications,A+,COMPTIA CERTIFICATIONS,"CompTIA A+, A Plus, A+ Certification, A+ Certified, Computing Technology Industry Association A+, CompTIA Certified Technician, CompTIA IT Fundamentals+, CompTIA Entry-Level Technician, CompTIA PC Technician, IT Support Professional, , "
325,Certifications,Project+,COMPTIA CERTIFICATIONS,"Project+ Certification, CompTIA Project Plus, Project Management+, Certified Project Professional, Project Management+ Certification, CompTIA Project Certification, Project Manager+, PMI-Plus Certification, Certified Project Manager, Plus in Project Management, , "
326,Certifications,Server+,COMPTIA CERTIFICATIONS,"Server Plus, Server+ Certification, CompTIA Server+, Server+ Certified, Server Plus Certification, CompTIA Server Plus, Server Administrator Certification, Certified Server Professional, CompTIA Certified Server+, Servers+, , "
327,Certifications,Certified Technical Trainer (CTT+),COMPTIA CERTIFICATIONS,"Certified Trainer, Technical Trainer Certification, CTT+ Certified, Certified IT Trainer, Trainer Certification, CTT Plus, CTT+ Training Certification, Certified Technical Instructor (CTI), Certified Instructional Technologist (CIT), Certified Training Professional, , CTT+"
328,Certifications,Linux+,COMPTIA CERTIFICATIONS,"CompTIA Linux+, Linux Plus, Linux Professional, LPIC-1, LX0-103 and LX0-104, Linux Administration Certification, Linux Operating System Certification, Linux Server Certification, CompTIA Certified Linux Administrator (CLA), LPI Certified Linux Administrator, , "
329,Certifications,Cloud+,COMPTIA CERTIFICATIONS,"CompTIA Cloud+, Cloud Essentials+, Cloud+ Certification, Cloud Plus, CompTIA Certified Cloud Professional, Cloud Technology Expert, Cloud Computing Specialist, Certified Cloud Infrastructure Professional (CCIP), Advanced Cloud Computing Certification (ACCC), CompTIA CLO-001, , "
330,Certifications,CloudEssentials+,COMPTIA CERTIFICATIONS,"Cloud+, CompTIA Cloud Essentials, Cloud Essentials Plus, Cloud Certification, Cloud Technology Basics, Basic Cloud Skills, Fundamentals of Cloud Computing, Introduction to Cloud Computing, Essential Cloud Knowledge, Cloud Computing Essentials, , "
331,Certifications,PenTest+,COMPTIA CERTIFICATIONS,"CompTIA PenTest+, Penetration Testing+, PT+, PenTesting+, ECPPT (Certified Professional Pentester), CEH (Certified Ethical Hacker), Offensive Security Certified Professional (OSCP), CREST Registered Tester, GIAC Penetration Tester (GPEN), Certified Web Application Penetration Tester (CWAPT), , "
332,Certifications,CASP+,COMPTIA CERTIFICATIONS,"CompTIA Advanced Security Practitioner, CASP Plus, CASP Certification, CompTIA Advanced Security Professional, CASP+ Certified, CompTIA Advanced Security Specialist, CASP+ Exam, CASP Plus Certification, CompTIA Advanced Security Expert, CASP+ Accreditation, , "
333,Certifications,Network+,COMPTIA CERTIFICATIONS,"CompTIA Network+, Network Plus, Network Certification, N+, Network Professional, Network Technician, Networking+, Certified Network Associate, Networking Certification, CompTIA N+, , "
334,Certifications,ITF+,COMPTIA CERTIFICATIONS,"IT Fundamentals+, ITF Plus, CompTIA ITF+, IT Fundamentals Certification, Foundation level IT certification, Entry-level IT certification, Basic IT skills certification, Core IT knowledge certification, Beginner's IT certification, Introduction to IT certification, , "
335,Certifications,CySA+,COMPTIA CERTIFICATIONS,"Cybersecurity Analyst+, CompTIA CySA+, Cybersecurity Analyst Plus, CySA Plus, CompTIA CSA+, CSA+ Certification, Cybersecurity Analyst Certification, CompTIA Cybersecurity Analyst+, CSA-Plus, CySA+ Exam, , "
336,Certifications,Data+,COMPTIA CERTIFICATIONS,"Data Plus, Data+ Certification, Certified Data+, Data Analytics+, Data Management+, Data Science Plus, Advanced Data+, Professional Data Analyst, Expert in Data+ Technologies, Master of Data+, , "
337,Certifications,DataSys+,COMPTIA CERTIFICATIONS,"DataSys, DataSys Plus, Data Systems+, Data Systems Plus, Certified DataSys Professional, DataSys Specialist, Data Sys+, Data Sys Plus, Data Management Certification+, Advanced DataSys Credential, , "
338,Certifications,EMCISA,DELL EMC CERTIFICATIONS,"EMC Information Storage and Management Associate, EMC Information Storage Associate, EMC ISM Associate, EMCISA Certification, EMC Storage and Management Professional, EMC Storage Associate, EMC Data Storage and Management Specialist, EMC Information Storage Administrator, EMCISM Certification, , "
339,Certifications,EMCDS,DELL EMC CERTIFICATIONS,"EMC Data Science Specialist, EMC Data Scientist, EMCDS Professional, Certified EMCDS Expert, EMC Data Science Practitioner, EMC Analytics Engineer, EMCDS Solution Architect, Expert in EMC Data Science, EMC Data Science Professional Certification, Advanced EMCDS Credential, , "
340,Certifications,VCE-CIA,DELL EMC CERTIFICATIONS,"VCE Certified Implementation Architect, VCE CIA, VCE-Certified IA, Certified Implementation Architect (CIA), VCE Implementation Architecture Certification, VCE-CIA Certification, Vblock CIA Certification, Virtual Computing Environment - Certified Implementation Architect (VCE-CIA), Implementing Vblock Solutions - Certified Implementation Architect (VCE CIA), Vblock Systems Administration Specialist, , "
341,Certifications,GSEC: GIAC Security Essentials,GIAC CERTIFICATIONS,"GIAC GSEC, GSEC Certification, GIAC Security Essentials Certification, Security Essentials (GSEC), GSEC Certified Professional, GSEC: GIAC Certified, GIAC Security Essentials Specialist, GSEC Credential Holder, GIAC Information Security Professional (GSEC), GSEC Exam Passer, , "
342,Certifications,GCIH: GIAC Certified Incident Handler,GIAC CERTIFICATIONS,"GIAC Certified Incident Handler, GCIH Certification, Certified Incident Handler, Incident Handling Professional, GIAC Incident Handling Specialist, GCIH: Certified in Incident Response and Recovery, GIAC Cybersecurity Certification - Incident Handler (GCIH), GCIH: Certified Cybersecurity Incident Responder, GIAC GCIH: Certified Intrusion Analyst and Forensics Examiner, GCIH: GIAC Cyber Defense - Intrusion Detection & Advanced Persistent Threats, , "
343,Certifications,GCIA: GIAC Certified Intrusion Analyst,GIAC CERTIFICATIONS,"GIAC Intrusion Analyst, GCIA Certification, Certified Intrusion Analyst, Intrusion Analyst Certification, GIAC GCIA, GCIA Certified Professional, GIAC Certified Analyst, Certified Network Intrusion Analyst, GCIA Cybersecurity Certification, GIAC Intrusion Detection Expert., , "
344,Certifications,GCFA: GIAC Certified Forensic Analyst,GIAC CERTIFICATIONS,"GIAC Forensic Analyst, GCFA Certification, Certified Forensic Analyst, GIAC Digital Forensics Professional, GCFA Certified Expert, Cyber Forensic Analyst Certification, GIAC Certified Incident Handler - Forensics Focus (GCIH-GCFA), GCFA Cybersecurity Certification, Digital Forensics Examiner (GCFA), GIAC Incident Response and Forensics (GCFE), , "
345,Certifications,GPEN: GIAC Penetration Tester,GIAC CERTIFICATIONS,"GIAC Penetration Tester, GPEN Certification, Penetration Testing Specialist, Certified Penetration Tester, GIAC GPEN, Ethical Hacking Professional (GPEN), GPEN: Certified Penetration Tester, Cybersecurity Penetration Testing Expert (GPEN), GIAC Certified Penetration Tester, Advanced Penetration Testing (GPEN), , "
346,Certifications,GSLC: GIAC Security Leadership,GIAC CERTIFICATIONS,"GIAC Security Leadership, GSLC Certification, Security Leadership Certified Professional, GIAC GSLC, GIAC Security Leadership Specialist, GSLC: Security Management Certification, GIAC Certified Security Leader, GSLC Certified Expert in Security Leadership, GIAC SL Certification, Information Security Leadership Certified, , "
347,Certifications,GREM: GIAC Reverse Engineering Malware,GIAC CERTIFICATIONS,"GIAC REM, Reverse Engineering Malware Certification, GREM Certification, GIAC REM: Reverse Engineering Malware, Malware Reverse Engineering Certification, GIAC GREM Certified, GIAC Certified Reverse Engineer, Certified Malware Analyst - GREM, GIAC REM Specialist, Advanced Malware Analysis Certification, , "
348,Certifications,GSNA: GIAC Systems and Network Auditor,GIAC CERTIFICATIONS,"GIAC GSNA, Systems and Network Auditor Certification, GSNA Certification, GIAC Auditor, Network Security Auditor Certification, GIAC Systems and Network Audit Specialist, GIAC Certified Auditor, GNSE: GIAC Network Security Engineer, GSEC: GIAC Security Essentials Certification with Auditing Focus, ISACA CISA: Certified Information Systems Auditor, , "
349,Certifications,GCED: GIAC Certified Enterprise Defender,GIAC CERTIFICATIONS,"GCED, GIAC Enterprise Defender, Certified Enterprise Defender, GCED Certification, GIAC Security Professional - Enterprise Defender, GIAC Certified Defense Expert, GCED Cybersecurity Certification, GIAC Enterprise Security Expert, Certified GIAC Enterprise Defender, GCED Cyber Defense Certification, , "
350,Certifications,GCWN: GIAC Certified Windows Security Administrator,GIAC CERTIFICATIONS,"GIAC Windows Security Administrator, GCWN Certification, Certified Windows Security Administrator, GIAC Windows Admin Certification, GCWN: GIAC Windows Admin, GIAC Certified Windows Administrator, GCWN: Certified Security Administrator for Windows, GIAC Security Admin (Windows), GCWN: GIAC Certified Windows Admin, Certified Windows Admin (GCWN), , "
351,Certifications,GPPA: GIAC Certified Perimeter Protection Analyst,GIAC CERTIFICATIONS,"GIAC Perimeter Protection Analyst, GPPA Certification, Certified Perimeter Protection Analyst, GIAC Certified PPA, GPPA: Perimeter Protection Analyst Certification, GIAC PPA Certification, Perimeter Protection Analyst Certification (GPPA), GIAC Certified Penetration Tester - Perimeter Protection Focus, GPPA: GIAC PPA Certified, GIAC Certified Network Defender - Perimeter Focus, , "
352,Certifications,GPYC: GIAC Python Coder,GIAC CERTIFICATIONS,"GIAC Python Coder, GPYC Certification, Python Coding Certified by GIAC, GIAC Certified Python Programmer, GIAC Python Code Specialist, GPYC: GIAC Python Programming Expert, Certified Python Coder (GPYC), GIAC GPYC: Python Development Certification, GPYC - Certified Programmer in Python by GIAC, GIAC Accredited Python Code Practitioner, , "
353,Certifications,GRID: GIAC Response and Industrial Defense,GIAC CERTIFICATIONS,"GRID, GIAC GRID, Response and Industrial Defense, GRID certification, GIAC Response and Industrial Defense Specialist, GRID: Industrial Defense Certified Professional, GIAC GRID Analyst, Industrial Defense Incident Responder Certification, GRID Security Professional Certification, GIAC Incident Response and Industrial Defense Expert, , "
354,Certifications,Google Cloud Certification – Associate Cloud Architect,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"GCP Cloud Architect Certification, Google Cloud Associate Architect, GCP Certified Cloud Architect, Google Cloud Solutions Architect, Google Cloud Professional - Associate Level, GCP Associate Cloud Engineer Certification, Google Certified Professional - Cloud Architect (Associate), GCP ACA Certification, Google Cloud Platform Associate-Cloud-Architect Exam, GCP ACE Certification, GCP, "
355,Certifications,Google Cloud Certification – Associate Cloud Developer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud Developer, Associate Cloud Developer, GCP Associate Cloud Developer, Google Cloud Certified - Associate Cloud Developer, GCP Cloud Developer Certification, Google Associate Cloud Development Certification, GCP - ACE (Associate Cloud Engineer) Certification, Google Certified - Associate Level in Cloud Development, GCP ACE Developer Certification, Google Certified Professional - Associate Level in Cloud Development, GCP, "
356,Certifications,Google Cloud Certification – Associate Data Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Associate Data Engineer, Google Cloud Data Engineer, GCP Associate Data Engineering Certification, Google Cloud Certified - Data Engineer, GCP DE Certification, GCP ACE Certification, Google Certified - Associate Data Engineer, Google Cloud Data Engineering Associate Certification, GCP Associate DE Certification, Google Cloud Certified - Associate DE, GCP, "
357,Certifications,Google Cloud Certification – Associate Cloud DevOps Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud DevOps Engineer, GCP Associate Cloud DevOps Engineer, Google Cloud Certified DevOps Professional, GCP Cloud DevOps Specialist, Google Cloud Associate DevOps Engineer Certification, Google Associate - Cloud Developer/Operator Certification, GCP Certified Associate for DevOps Engineering, Google Cloud Platform DevOps Engineer Certification, GCP Associate - Cloud Ops Engineer Certification, GCP, "
358,Certifications,Google Cloud Certification – Associate Cloud Security Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud Security Certification, GCP Associate Cloud Security Engineer, Google Cloud Associate Security Engineer, GCP Cloud Security Engineer, Google Cloud Certified - Associate Security Engineer, Google Cloud Security Engineer Certification, GCP Cloud Security Certification, Google Associate Cloud Security Engineer Exam, GCP ACE – Associate Cloud Security Engineer, Certified Google Cloud Associate – Cloud Security, GCP, "
359,Certifications,Google Cloud Certification – Associate Cloud Network Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud Network Engineer, GCP Associate Cloud Network Engineer, Google Cloud Certified Network Engineer, GCP Cloud Networking Specialist, Google Cloud Networking Certification, Associate-level GCP Network Engineer, Google Cloud Network Engineering Certification, GCP Certified Cloud Infrastructure Engineer - Networking Track, Google Cloud Associate Network Architect Certification, GCP Associate-Level Networking Specialist, GCP, "
360,Certifications,Google Cloud Certification – Associate Collaboration Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud Associate Collaboration Engineer, GCP Collaboration Engineer, Google Cloud Certification - Associate Collab Engineer, Google Cloud Collaborative Engineer, GCP Associate Collaboration Specialist, Google Cloud Associate Collab Engineer Certification, GSuite Collaboration Engineer Certification, GCP Collab Engineer - Associate Level, Google Certified Collaboration Professional, GCCE - Associate Level, GCP, "
361,Certifications,Google Cloud Certification – Professional Cloud Architect,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"GCP Cloud Architect Certification, Google Cloud Professional Architect, GCP Certified Cloud Architect, Google Cloud Solutions Architect, GCP Cloud Architecture Specialist, Google Professional Cloud Architect Certification, GCP Professional Architect Credential, Google Certified Professional Cloud Architect, GCP Cloud Architecture Expertise, Google Cloud Platform Architect, GCP, "
362,Certifications,Google Cloud Certification – Professional Cloud Developer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud Developer Certification, Google Cloud Professional Developer, GCP Cloud Development Certification, Google Certified Cloud Developer, Professional Cloud Developer Certification, GCP Developer Certification, Google Cloud Platform Developer Certification, GCP Professional Cloud DevCertification, Certified Google Cloud Developer, Google Professional Cloud Development, GCP, "
363,Certifications,Google Cloud Certification – Professional Data Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud Professional Data Engineer, GCP Data Engineer Certification, Google Cloud Certified Data Engineer, Professional Data Engineering Certification by Google Cloud, Google Cloud Data Engineering Specialist, GCP Professional Data Engineer Exam, Certified Google Cloud Data Engineer, GCPE - Professional Data Engineering Certification, Google Cloud Platform - Professional Data Engineer Certificate, GCP PDE (Professional Data Engineer) Certification, GCP, "
364,Certifications,Google Cloud Certification – Professional Cloud DevOps Engineer,GOOGLE CLOUD PLATFORM (GCP) CERTIFICATIONS,"Google Cloud DevOps Engineer, GCP Cloud DevOps Engineer, Google Cloud Professional DevOps Certification, GCP DevOps Specialist, Professional Cloud DevOps Engineer Certification by Google, Google Cloud Certified – DevOps Engineer, GCP Certified Cloud DevOps Professional, Google Cloud Platform DevOps Engineer Certification, GCP Professional Cloud DevOps Engineer, Google Certified Professional – CloudDev Ops Expert, GCP, "
